src_onto,tgt_onto,alignment_method,aligner,encoder,entity1,entity1_short,entity2,entity2_short,relation,measure
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/Credential,https://schema.org/Credential,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/CreditCard,https://schema.org/CreditCard,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/Crematorium,https://schema.org/Crematorium,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/CriticReview,https://schema.org/CriticReview,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/CssSelectorType,https://schema.org/CssSelectorType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/CurrencyConversionService,https://schema.org/CurrencyConversionService,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DDxElement,https://schema.org/DDxElement,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DENonprofitType,https://schema.org/DENonprofitType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DanceEvent,https://schema.org/DanceEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DataCatalog,https://schema.org/DataCatalog,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DataDownload,https://schema.org/DataDownload,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DataFeed,https://schema.org/DataFeed,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DataFeedItem,https://schema.org/DataFeedItem,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DataType,https://schema.org/DataType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/Dataset,https://schema.org/Dataset,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DayOfWeek,https://schema.org/DayOfWeek,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DaySpa,https://schema.org/DaySpa,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DefenceEstablishment,https://schema.org/DefenceEstablishment,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DefinedRegion,https://schema.org/DefinedRegion,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DefinedTerm,https://schema.org/DefinedTerm,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DefinedTermSet,https://schema.org/DefinedTermSet,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DeliveryChargeSpecification,https://schema.org/DeliveryChargeSpecification,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DeliveryEvent,https://schema.org/DeliveryEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DeliveryMethod,https://schema.org/DeliveryMethod,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DeliveryTimeSettings,https://schema.org/DeliveryTimeSettings,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DepartAction,https://schema.org/DepartAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DepartmentStore,https://schema.org/DepartmentStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DepositAccount,https://schema.org/DepositAccount,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DiagnosticLab,https://schema.org/DiagnosticLab,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DiagnosticProcedure,https://schema.org/DiagnosticProcedure,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DietarySupplement,https://schema.org/DietarySupplement,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DigitalDocument,https://schema.org/DigitalDocument,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DigitalDocumentPermission,https://schema.org/DigitalDocumentPermission,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DigitalDocumentPermissionType,https://schema.org/DigitalDocumentPermissionType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DiscussionForumPosting,https://schema.org/DiscussionForumPosting,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DislikeAction,https://schema.org/DislikeAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DonateAction,https://schema.org/DonateAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DownloadAction,https://schema.org/DownloadAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DrawAction,https://schema.org/DrawAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DriveWheelConfigurationValue,https://schema.org/DriveWheelConfigurationValue,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DrugCostCategory,https://schema.org/DrugCostCategory,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DrugLegalStatus,https://schema.org/DrugLegalStatus,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DrugPregnancyCategory,https://schema.org/DrugPregnancyCategory,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DrugPrescriptionStatus,https://schema.org/DrugPrescriptionStatus,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DrugStrength,https://schema.org/DrugStrength,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/DryCleaningOrLaundry,https://schema.org/DryCleaningOrLaundry,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EatAction,https://schema.org/EatAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EducationEvent,https://schema.org/EducationEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EducationalAudience,https://schema.org/EducationalAudience,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EducationalOccupationalCredential,https://schema.org/EducationalOccupationalCredential,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EducationalOccupationalProgram,https://schema.org/EducationalOccupationalProgram,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/ElectronicsStore,https://schema.org/ElectronicsStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EmergencyService,https://schema.org/EmergencyService,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EmployeeRole,https://schema.org/EmployeeRole,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EmployerAggregateRating,https://schema.org/EmployerAggregateRating,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EmployerReview,https://schema.org/EmployerReview,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EmploymentAgency,https://schema.org/EmploymentAgency,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EndorsementRating,https://schema.org/EndorsementRating,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/Energy,https://schema.org/Energy,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EnergyConsumptionDetails,https://schema.org/EnergyConsumptionDetails,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EnergyEfficiencyEnumeration,https://schema.org/EnergyEfficiencyEnumeration,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EngineSpecification,https://schema.org/EngineSpecification,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EntertainmentBusiness,https://schema.org/EntertainmentBusiness,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EntryPoint,https://schema.org/EntryPoint,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/Episode,https://schema.org/Episode,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EventReservation,https://schema.org/EventReservation,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EventSeries,https://schema.org/EventSeries,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EventStatusType,https://schema.org/EventStatusType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/EventVenue,https://schema.org/EventVenue,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/ExchangeRateSpecification,https://schema.org/ExchangeRateSpecification,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/ExerciseGym,https://schema.org/ExerciseGym,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/ExercisePlan,https://schema.org/ExercisePlan,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/ExhibitionEvent,https://schema.org/ExhibitionEvent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FMRadioChannel,https://schema.org/FMRadioChannel,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FastFoodRestaurant,https://schema.org/FastFoodRestaurant,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FilmAction,https://schema.org/FilmAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FinancialIncentive,https://schema.org/FinancialIncentive,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FinancialProduct,https://schema.org/FinancialProduct,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FindAction,https://schema.org/FindAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FlightReservation,https://schema.org/FlightReservation,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FollowAction,https://schema.org/FollowAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FoodEstablishment,https://schema.org/FoodEstablishment,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FoodEstablishmentReservation,https://schema.org/FoodEstablishmentReservation,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FoodService,https://schema.org/FoodService,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FundingAgency,https://schema.org/FundingAgency,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FundingScheme,https://schema.org/FundingScheme,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/FurnitureStore,https://schema.org/FurnitureStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/Game,https://schema.org/Game,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GameAvailabilityEnumeration,https://schema.org/GameAvailabilityEnumeration,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GamePlayMode,https://schema.org/GamePlayMode,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GameServerStatus,https://schema.org/GameServerStatus,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GardenStore,https://schema.org/GardenStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GatedResidenceCommunity,https://schema.org/GatedResidenceCommunity,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GeneralContractor,https://schema.org/GeneralContractor,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GeoCircle,https://schema.org/GeoCircle,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GeoCoordinates,https://schema.org/GeoCoordinates,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GeoShape,https://schema.org/GeoShape,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GeospatialGeometry,https://schema.org/GeospatialGeometry,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GiveAction,https://schema.org/GiveAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GovernmentBenefitsType,https://schema.org/GovernmentBenefitsType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GovernmentPermit,https://schema.org/GovernmentPermit,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/GroceryStore,https://schema.org/GroceryStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/Hackathon,https://schema.org/Hackathon,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HardwareStore,https://schema.org/HardwareStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HealthAndBeautyBusiness,https://schema.org/HealthAndBeautyBusiness,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HealthAspectEnumeration,https://schema.org/HealthAspectEnumeration,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HealthClub,https://schema.org/HealthClub,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HealthInsurancePlan,https://schema.org/HealthInsurancePlan,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HealthPlanCostSharingSpecification,https://schema.org/HealthPlanCostSharingSpecification,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HealthPlanFormulary,https://schema.org/HealthPlanFormulary,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HealthPlanNetwork,https://schema.org/HealthPlanNetwork,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HealthTopicContent,https://schema.org/HealthTopicContent,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HighSchool,https://schema.org/HighSchool,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HobbyShop,https://schema.org/HobbyShop,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HomeAndConstructionBusiness,https://schema.org/HomeAndConstructionBusiness,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HomeGoodsStore,https://schema.org/HomeGoodsStore,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/Hostel,https://schema.org/Hostel,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HotelRoom,https://schema.org/HotelRoom,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HousePainter,https://schema.org/HousePainter,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HowTo,https://schema.org/HowTo,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HowToDirection,https://schema.org/HowToDirection,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HowToItem,https://schema.org/HowToItem,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HowToSection,https://schema.org/HowToSection,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HowToStep,https://schema.org/HowToStep,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HowToSupply,https://schema.org/HowToSupply,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HowToTip,https://schema.org/HowToTip,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HowToTool,https://schema.org/HowToTool,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/HyperTocEntry,https://schema.org/HyperTocEntry,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/IPTCDigitalSourceEnumeration,https://schema.org/IPTCDigitalSourceEnumeration,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/ITNonprofitType,https://schema.org/ITNonprofitType,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/IceCreamShop,https://schema.org/IceCreamShop,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/IgnoreAction,https://schema.org/IgnoreAction,=,1.0
tp-ont,schemaorg,llm,Mistral-7B-v0.3,all-MiniLM-L6-v2,https://w3id.org/tp-ont/ontology#Crate,Crate,https://schema.org/ImageObject,https://schema.org/ImageObject,=,1.0
